Category,Title,Date,Venue,Locations,Link,Image Src,Image Alt,Description
Exhibition,Design Researchers in Residence: Islands,23 Jun 2023 – 24 Sep 2023,Design Museum,"London, United Kingdom",https://www.artrabbit.com/events/design-researchers-in-residence-islands,img.artrabbit.com/events/design-researchers-in-residence-islands/images/YypFfcof9NcC/350x186/Design-Researchers-in-Residence-at-The-Design-Museum-image-by-Anselm-Ebulue.jpg,Design Researchers in Residence: Islands,No description available.
Exhibition,Troy House Art Residency Show I,23 Jun 2023 – 11 Aug 2023,Troy House Art,"London, United Kingdom",https://www.artrabbit.com/events/troy-house-art-residency-show-i,img.artrabbit.com/events/troy-house-art-residency-show-i/images/iosuRL3YCoAw/350x234/exhibition-poster.jpg,Troy House Art Residency Show I,"The ongoing Artist-in-Residence Exhibition features the works from Charlotte Eta Mumm, Blandine Herrmann and Svitlana Mykhailova that they have been working on during their residency in Wales and London over the last three months. The exhibition consists of three sections: 'parts of a closed world' presented by Charlotte Eta Mumm, 'Along The River Wye' by Blandine Herrmann and 'Archives of conscience' presented by Svitlana Mykhailova in our gallery space in London."
Exhibition,Pélagie Gbaguidi: De-Fossilization of the Look,23 Jun 2023 – 15 Oct 2023,Mimosa House,"London, United Kingdom",https://www.artrabbit.com/events/pélagie-gbaguidi-defossilization-of-the-look,img.artrabbit.com/events/pélagie-gbaguidi-defossilization-of-the-look/images/itaGgRgytPPM/350x519/Pélagie-Gbaguidi-De-Fossilization-of-the-Look-Dialogue-with-Madonna-Del-Parto-2018.jpg,Pélagie Gbaguidi: De-Fossilization of the Look,Pélagie Gbaguidi
Exhibition,Gelare Khoshgozaran: To Be the Author of One’s Own Travels,23 Jun 2023 – 06 Aug 2023,Delfina Foundation,"London, United Kingdom",https://www.artrabbit.com/events/gelare-khoshgozaran-to-be-the-author-of-ones-own-travels,img.artrabbit.com/events/gelare-khoshgozaran-to-be-the-author-of-ones-own-travels/images/qa0hTjdRWwdj/350x262/Gelare-Khoshgozaran-The-Retreat-2023-Production-still-16mm-transferred-to-video.jpg,Gelare Khoshgozaran: To Be the Author of One’s Own Travels,"Three film works, presented as an expanded cinema installation, speak to the personal impact of exile and its generative potential as a space to build transnational solidarity. Delfina Foundation is proud to present the first European solo exhibition by its former artist-in-residence Gelare Khoshgozaran."
Exhibition,"Positions, Part Two",23 Jun 2023 – 05 Aug 2023,Alma Pearl,"London, United Kingdom",https://www.artrabbit.com/events/positions-part-two,img.artrabbit.com/events/positions-part-two/images/KvKHbvTEEtUN/350x344/Lydia-Gifford-Untitled-2023-Ben-Westoby.jpg,"Positions, Part Two","Alma Pearl is pleased to present ‘Positions, part two’–the second instalment of the gallery’s inaugural show. Featuring twenty-three international artists from different generations, ‘Positions, part two’ is an exhibition of work selected by writer and critic John Slyce. The exhibition includes works by Larry Amponsah, Armando Andrade Tudela, Edmond Brooks-Beckman, Alice Browne, Richard Burton, Varda Caivano, Cecilia Charlton, Richie Culver, Milena Dragicevic, Simon English, Lydia Gifford, Margarita Gluzberg, Albano Hernández, Ansel Krut, Haeji Min, Evi Pangestu, Victor Payares, Catherine Repko, Ivan Seal, John Strutton, Michele Tocca, Amikam Toren and Nai-Jen Yang."
Exhibition,Johny Pitts: Home is Not a Place,23 Jun 2023 – 24 Sep 2023,The Photographers' Gallery,"London, United Kingdom",https://www.artrabbit.com/events/johny-pitts-home-is-not-a-place-the-photographers-gallery,img.artrabbit.com/events/johny-pitts-home-is-not-a-place-the-photographers-gallery/images/3IS8b38R20vr/350x489/Johny-Pitts-Man-through-rain-dappled-window-Carnaby-Street-London-after-Sade-2019-Johny-Pitts.jpg,Johny Pitts: Home is Not a Place,"In 2021, photographer and writer, Johny Pitts, and poet Roger Robinson travelled around the British coast in search of an answer to the question 'what is Black Britain?' Their collaboration became Home is Not a Place - coming to The Photographers’ Gallery this June."
Exhibition,Ibon Aranberri – Unequal Diameters,22 Jun 2023 – 27 Aug 2023,Raven Row,"London, United Kingdom",https://www.artrabbit.com/events/ibon-aranberri-unequal-diameters,img.artrabbit.com/events/ibon-aranberri-unequal-diameters/images/n6RoCWXDPaC7/350x262/12.jpg,Ibon Aranberri – Unequal Diameters,"Despite Ibon Aranberri’s significant contribution to questions about what might constitute contemporary sculpture, this is his first exhibition in the UK. Visitors to Unequal Diameters will be met by an array of objects, films and photographs that recount and reconfigure half-familiar situations and forms, among them a mountaineering expedition, drawings for trainee steel welders, makeshift urban security, a habitat for bats, and the armature of a statue of a Spanish philosopher. Sometimes Aranberri’s works stand alone, each telling a particular (non-linear) story. At others they overlap and elide to create a precise exhibition itinerary. Often, they are manifestations of ongoing projects, transformed over time and specific exhibition contexts. Some in Unequal Diameters originated in the early 2000s when Aranberri came to international attention through a series of events and political interventions in Basque Country where he lives. "
Art Tour,Kensington + Chelsea Art Week and Public Art Trail,22 Jun 2023 – 31 Aug 2023,Design Museum,"London, United Kingdom",https://www.artrabbit.com/events/kensington-chelsea-art-week-and-public-art-trail,img.artrabbit.com/events/kensington-chelsea-art-week-and-public-art-trail/images/NyENE6Ut7JHb/350x233/Ai-Weiwei.jpg,Kensington + Chelsea Art Week and Public Art Trail,"Kensington + Chelsea Art Week (KCAW) is delighted to present its sixth annual Public Art Trail. On display throughout the summer, the Art Trail will feature world-class sculpture, installations, and murals throughout the borough. The final line-up for 2023 was chosen by an esteemed select committee following an Open Call, and includes Ai Weiwei, Misha Milovanovich, Baker & Borowski, Josephine Chime, Satur Chong, Lucy Oates, Malgorzata Lisiecka, Norma D Hunter and Peter Morris."
Exhibition,Carrie Mae Weems.,22 Jun 2023 – 03 Sep 2023,Barbican Centre,"London, United Kingdom",https://www.artrabbit.com/events/carrie-mae-weems,img.artrabbit.com/events/carrie-mae-weems/images/7B5Id5cWog3o/350x196/Carrie-Mae-Weems-Lincoln-Lonnie-and-Me-film-still-2-HR.jpg,Carrie Mae Weems.,"Explore the work and career of Carrie Mae Weems in this first major UK exhibition dedicated to one of the most influential American artists working today. Carrie Mae Weems is celebrated for her exploration of identity, power, desire and social justice through work that challenges representations of race, gender, and class. The largest presentation of the artist’s multi-disciplinary work in the UKto date, this exhibition brings together photographs, films and installations spanning over three decades."
Exhibition,Yevonde. Life and Colour,22 Jun 2023 – 15 Oct 2023,National Portrait Gallery,"London, United Kingdom",https://www.artrabbit.com/events/yevonde-life-and-colour,img.artrabbit.com/events/yevonde-life-and-colour/images/EG64Ua29XUqZ/350x196/Yevonde-Life-and-colour-National-Portrait-Gallery.jpg,Yevonde. Life and Colour,"An exploration of the life and career of Yevonde, the pioneering London photographer who spearheaded the use of colour photography in the 1930s. Yevonde: Life and Colour tells the story of a woman who gained freedom through photography – as she experimented with her medium and blazed a new trail for portrait photographers. The exhibition features portraits and still-life works produced by Yevonde over a colourful sixty-year career, and draws on the archive of her work acquired by the Gallery in 2021, as well as extensive new research by our teams."
Art Tour,Kensington + Chelsea Art Week and Public Art Trail,22 Jun 2023 – 31 Aug 2023,Design Museum,"London, United Kingdom",https://www.artrabbit.com/events/kensington-chelsea-art-week-and-public-art-trail,img.artrabbit.com/events/kensington-chelsea-art-week-and-public-art-trail/images/NyENE6Ut7JHb/350x233/Ai-Weiwei.jpg,Kensington + Chelsea Art Week and Public Art Trail,"Kensington + Chelsea Art Week (KCAW) is delighted to present its sixth annual Public Art Trail. On display throughout the summer, the Art Trail will feature world-class sculpture, installations, and murals throughout the borough. The final line-up for 2023 was chosen by an esteemed select committee following an Open Call, and includes Ai Weiwei, Misha Milovanovich, Baker & Borowski, Josephine Chime, Satur Chong, Lucy Oates, Malgorzata Lisiecka, Norma D Hunter and Peter Morris."
Exhibition,Style. A Journey of Elegance from Anthony van Dyck to Kehinde Wiley,22 Jun 2023 – 28 Jul 2023,Robilant + Voena Gallery,"London, United Kingdom",https://www.artrabbit.com/events/style-a-journey-of-elegance-from-anthony-van-dyck-to-kehinde-wiley,img.artrabbit.com/events/style-a-journey-of-elegance-from-anthony-van-dyck-to-kehinde-wiley/images/qvCuPuOPN20m/350x311/Kehinde-Wiley-Triple-Portrait-of-Charles-II-2008-Oil-on-canvas.jpg,Style. A Journey of Elegance from Anthony van Dyck to Kehinde Wiley,"Robilant+Voena is pleased to announce an exhibition of portraits in our London gallery, Style. A Journey of Elegance from Anthony van Dyck to Kehinde Wiley. On the occasion of the reopening of the National Portrait Gallery after its three-year closure and renovation, Robilant+Voena's exhibition offers a sweeping view of the development of menswear and formal fashion through a hand-picked selection of portraits by some of the most influential artists spanning 400 years."
Exhibition,Katie van Scherpenberg: Traces: 1968 – 2007,22 Jun 2023 – 28 Jul 2023,Cecilia Brunson Projects,"London, United Kingdom",https://www.artrabbit.com/events/katie-van-scherpenberg-traces-1968-2007,img.artrabbit.com/events/katie-van-scherpenberg-traces-1968-2007/images/wrKovY7e7bNO/350x360/Katie-van-Scherpenberg-Furo-Hole-2004-2023.jpg,Katie van Scherpenberg: Traces: 1968 – 2007,Cecilia Brunson Projects is delighted to present the second exhibition by Katie van Scherpenberg in the UK. 
Exhibition,Emmanuel Awuni: I know why the caged bird sings,22 Jun 2023 – 05 Aug 2023,Copperfield,"London, United Kingdom",https://www.artrabbit.com/events/emmanuel-awuni-i-know-why-the-caged-bird-sings,img.artrabbit.com/events/emmanuel-awuni-i-know-why-the-caged-bird-sings/images/eg3q8TNB9NlG/350x500/emmanuel-awuni-walking-through-fire-orig.jpg,Emmanuel Awuni: I know why the caged bird sings,"Referencing Maya Angelou's 1969 autobiography, Emmanuel Awuni lyrically explores culture, objects, music, people and heritage. Regardless of medium, repressed or muted expression will always ‘sing’ against their bars. Emmanuel Awuni"
Exhibition,Ty Locke: Kitchen Sink Drama,22 Jun 2023 – 05 Aug 2023,Copperfield,"London, United Kingdom",https://www.artrabbit.com/events/ty-locke-kitchen-sink-drama,img.artrabbit.com/events/ty-locke-kitchen-sink-drama/images/KtGwyLfaSJMf/350x236/P1060380.jpg,Ty Locke: Kitchen Sink Drama,"Taking over Copperfield's kitchenette office, Ty Locke's first solo London show explores domestic breakdown reflecting on his childhood and the British working class. Lifting the text ""Same shit diff day"" from an entry scrawled across 2 empty pages of his mum’s diary Locke found while she was in prison, he subtly unloads his dark humor across the objects that make up the room. Mirrors are inscribed with positive little marks like smiling suns and wiggles, while the cryptic ID tag number carved into the corner is the only reference to the origin of these marks found in the margins of his mums’ letters sent to him from HMP Bronzefield. Other works are preoccupied with transforming useful domestic objects, rendering them useless in the conventional sense through processes which are incredibly labour intensive and tragicomic. The masochistic processes involved in filling all holes in a colander with circles of plastic removed from a nearby kettle, meticulously fabricating net curtains from hundreds of Rizla Papers, or welding a ladder into a circle, become a sort of therapy for Locke.​Talking about dysfunction by causing dysfunction.
                                "
Exhibition,Deep Time: Uncovering Our Hidden Past,21 Jun 2023 – 16 Sep 2023,Pangolin London,"London, United Kingdom",https://www.artrabbit.com/events/deep-time-uncovering-our-hidden-past,img.artrabbit.com/events/deep-time-uncovering-our-hidden-past/images/CQ3UiMHhdJ78/350x284/Angela-Palmer-Torus-of-Time-Stone-2023-Unique.jpg,Deep Time: Uncovering Our Hidden Past,"Pangolin London are delighted to present Deep Time: Uncovering Our Hidden Past – an exhibition of contemporary sculpture by Angela Palmer, revealing the extraordinary but little known three-billion-year history of our nation, told through the rocks that lie unnoticed beneath our feet. Artist Angela Palmer, who previously transported enormous rainforest tree roots from Africa to Trafalgar Square for a landmark environmental installation, The Ghost Forest, has turned her focus on the origins of her homeland, encapsulating its history in a series of sculptures using ancient rocks sourced from the length and breadth of the UK. Palmer’s work allows the rocks to tell their own story in time-travel sequence, deconstructing the complexities of our nation's three-billion-year past with elegant simplicity. In doing so, the artist reveals how we are physically here today, in this particular place, at this particular time."
Exhibition,Dear Earth: Art and Hope in a Time of Crisis,21 Jun 2023 – 03 Sep 2023,Hayward Gallery,"London, United Kingdom",https://www.artrabbit.com/events/dear-earth-art-and-hope-in-a-time-of-crisis,img.artrabbit.com/events/dear-earth-art-and-hope-in-a-time-of-crisis/images/xdXxHsnMuMeM/350x196/dear-earth-art-and-hope-in-a-time-of-crisis.jpg,Dear Earth: Art and Hope in a Time of Crisis,"This pioneering group show of artistic responses to the climate emergency explores themes of care, hope, interdependence, emotional and spiritual connection, and activism. Dear Earth: Art and Hope in a Time of Crisis is inspired by artist Otobong Nkanga’s suggestion that ‘caring is a form of resistance’."
Exhibition,Angela Palmer: Deep Time,21 Jun 2023 – 16 Sep 2023,Pangolin London,"London, United Kingdom",https://www.artrabbit.com/events/angela-palmer-deep-time,img.artrabbit.com/events/angela-palmer-deep-time/images/KMz8iGVsQisn/350x233/ANGELA-PALMER-WORKSHOP-15.jpg,Angela Palmer: Deep Time,"Highlighting the concept of the eternal and the ephemeral, the exhibition will explore time through the material history of Great Britain – charting its 3-billion-year timeline to arrive in our current age of the Anthropocene. Angela Palmer"
Exhibition,Why We Linger,21 Jun 2023 – 28 Jul 2023,,"London, United Kingdom",https://www.artrabbit.com/events/why-we-linger,img.artrabbit.com/events/why-we-linger/images/LzciltrFm5Ht/350x349/Chris-Neate-Why-We-linger-12-inch-diameter.jpg,Why We Linger,"The Jennifer Lauren Gallery is showcasing, for the first time, all the artists the gallery represents in one display in London. Passionately championing self-taught, disabled and overlooked artists from around the world, the Jennifer Lauren Gallery is showcasing, for the first time, all the artists the gallery represents in one display in London. Why We Linger will feature a diverse mixture of drawings, paintings, embroidery and ceramics. Taking its title from an automatic drawing by Chris Neate, who says of the piece that people often ""leave their imprint or essence on the present,"" we'd like you to linger over the works, observing the finer details, the delicate marks, the often-concealed messages that feature: in short, to feel the essence of the art. You will see that Jennifer selects artists whose works often weave stories that evoke emotions and trigger heartfelt responses, and by lingering by each piece, you get to share in these unique and informative experiences that Jennifer so treasures."
Exhibition,Renoir And Pissarro. Different Views,21 Jun 2023 – 21 Jul 2023,Connaught Brown,"London, United Kingdom",https://www.artrabbit.com/events/renoir-and-pissarro-different-views,img.artrabbit.com/events/renoir-and-pissarro-different-views/images/fUvkEhy18Z7x/350x257/Camille-Pissarro-Scene-De-Ville-1852-54-Brush-and-Sepia-ink-pencil-and-wash-on-paper.jpg,Renoir And Pissarro. Different Views,"Pierre-Auguste Renoir and Camille Pissarro are renowned as two of the fathers of Impressionism. This major exhibition will, through their art, examine their views on society, subject matter, practice and technique. By exploring what brings these artists together and drives them apart, celebrating their similarities and differences, this show delves into what has made Renoir and Pissarro epoch-defining figures."
Exhibition,Jean Cooke: Ungardening,21 Jun 2023 – 10 Sep 2023,The Garden Museum,"London, United Kingdom",https://www.artrabbit.com/events/jean-cooke-ungardening,img.artrabbit.com/events/jean-cooke-ungardening/images/FG7lxE1w6Od7/350x175/Jean-Cooke-Through-the-Looking-Glass-1960-Oil-on-canvas-Royal-Academy-of-Arts-London-photographer-John-Hammond-2500x1250.jpg,Jean Cooke: Ungardening,This summer the Garden Museum will present the first exhibition focusing on the magnificent garden paintings of Jean Esme Oregon Cooke RA (1927-2008).
Exhibition,Theresa Weber: Cycles Of Unmasking,21 Jun 2023 – 30 Nov 2023,Somerset House,"London, United Kingdom",https://www.artrabbit.com/events/theresa-weber-cycles-of-unmasking,img.artrabbit.com/events/theresa-weber-cycles-of-unmasking/images/IBcPcyhKQruk/350x157/Theresa-Weber-Cycles-of-Unmasking-HEADER.jpg,Theresa Weber: Cycles Of Unmasking,"For her first public commission in the UK, London-based artist Theresa Weber produces a site-specific installation responding to the history and architecture of Somerset House. Theresa Weber explores non-hierarchical relationships between histories and narratives in this new installation."
Exhibition,Darren Hayman - Night Paintings,20 Jun 2023 – 30 Jul 2023,artdog London,"London, United Kingdom",https://www.artrabbit.com/events/darren-hayman-night-paintings,img.artrabbit.com/events/darren-hayman-night-paintings/images/VHAcVjuK1LdF/350x350/67BBC7BF-33F0-4D42-9417-F69D49B70491.jpg,Darren Hayman - Night Paintings,40 new unseen night paintings from artist and musician Darren Hayman with a special event on the 20th July with his band performing
Exhibition,Simon Ling & Karin Ruggaber,20 Jun 2023 – 29 Jul 2023,greengrassi,"London, United Kingdom",https://www.artrabbit.com/events/simon-ling-karin-ruggaber,img.artrabbit.com/events/simon-ling-karin-ruggaber/images/UaeYsL7Uy9Aj/350x438/KRSL.jpg,Simon Ling & Karin Ruggaber,Simon Ling
Exhibition,Surprise Aquarium - Meera Palia,20 Jun 2023 – 26 Jul 2023,Willesden Gallery,"London, United Kingdom",https://www.artrabbit.com/events/surprise-aquarium-meera-palia,img.artrabbit.com/events/surprise-aquarium-meera-palia/images/cRyOsS4AkCS7/350x466/Flyer-pic-A.jpg,Surprise Aquarium - Meera Palia,"‘Surprise Aquarium’ is abstract expressionist painter Meera Palia’s first solo exhibition, sharing with you a selection of spontaneous ‘outpourings’ from 2019-2023, a period of time with change at its heart, shaped by grief, hormonal mayhem and a desire to create work fully ‘in the moment’. With a love for raw and improvised art forms, Meera aims for the painting equivalent of a jazz jam, prioritising the energy and authenticity of free mark-making over achieving a polished composition or choreographed act. This exhibition is a celebration of, and warm invitation to consider the vulnerability and empowerment contained in the act of painting without a defined outcome in mind, with all the imperfections, uncertainty and challenges of remaining open to dissonance as well as harmony. Since entering the perimenopausal years, Meera has developed a deeper appreciation of the therapeutic value of painting in this way as an unplanned release of unpredictable, constantly shifting thoughts and emotions. Recent works convey this spirit of restlessness-  of moods, ideas and ways of being in flux- unfinished, subject to change."
Exhibition,Maxim Zhestkov. Simulation Hypothesis,20 Jun 2023 – 22 Jul 2023,Unit London,"London, United Kingdom",https://www.artrabbit.com/events/maxim-zhestkov-simulation-hypothesis,img.artrabbit.com/events/maxim-zhestkov-simulation-hypothesis/images/ZHLx0qVzoD4W/350x419/Maxim-Zhestkov-Simulation-Hypothesis.jpg,Maxim Zhestkov. Simulation Hypothesis,Excerpt from Dr Bergit Arends’ essay Beautiful Errors:
Exhibition,Henry Hudson. Painting with sculpture- reflections on the state of nature,20 Jun 2023 – 22 Jul 2023,Unit London,"London, United Kingdom",https://www.artrabbit.com/events/henry-hudson-painting-with-sculpture-reflections-on-the-state-of-nature,img.artrabbit.com/events/henry-hudson-painting-with-sculpture-reflections-on-the-state-of-nature/images/HfS8l16RAr6R/350x473/Henry-Hudson-20-16-38-20-16-39pm-2021.jpg,Henry Hudson. Painting with sculpture- reflections on the state of nature,"Henry Hudson’s newest solo exhibition maps out the elemental connections between earth, air and water. Painting with Sculpture – reflections on the state of nature unites three bodies of work, linking each through materiality and process."
Exhibition,Art and Artifice: Fakes from the Collection,17 Jun 2023 – 08 Oct 2023,The Courtauld,"London, United Kingdom",https://www.artrabbit.com/events/art-and-artifice-fakes-from-the-collection,img.artrabbit.com/events/art-and-artifice-fakes-from-the-collection/images/dPA81486bnFG/350x196/P-1947-LF-40-aspect-ratio-16-9-1-0x0-c-default.jpg,Art and Artifice: Fakes from the Collection,"Gilbert and Ildiko Butler Drawings Gallery and Project Space This display will showcase drawings, paintings, sculpture and decorative arts that are not what they seem. It will present remarkable forgeries from The Courtauld’s collection and tell the stories behind their making and the discovery of their deception. Some known forgeries were given to The Courtauld to help students learn from them. Other works were the pride of the collectors who donated them to the Gallery, only to be later revealed as fakes through close looking, technical examination or research into their history."
Exhibition,Embracing Culture Right & Wrong,17 Jun 2023 – 17 Sep 2023,ArtViaYou,"London, United Kingdom",https://www.artrabbit.com/events/embracing-culture-right-wrong-2023,img.artrabbit.com/events/embracing-culture-right-wrong-2023/images/Pl65HMmBxb61/350x349/Screenshot-2023-06-28-at-15-13-38.jpg,Embracing Culture Right & Wrong,"​Our exhibition, which was launched on June 17th, kicks off with a captivating display of artwork by London-based artists, celebrating art, culture, and the diverse voices that emerge from their personal journeys. With a carefully curated selection of pieces, we provide a platform for these talented individuals to authentically express themselves and share their unique perspectives."
Exhibition,Jan Sebastian Koch: Midsummer In Yves' Garden,17 Jun 2023 – 22 Jul 2023,Beers London,"London, United Kingdom",https://www.artrabbit.com/events/jan-sebastian-koch-midsummer-in-yves-garden,img.artrabbit.com/events/jan-sebastian-koch-midsummer-in-yves-garden/images/RyY52UPZmq7m/350x233/DSC4631LR.jpg,Jan Sebastian Koch: Midsummer In Yves' Garden,"BEERS London is pleased to welcome Jan Sebastian Koch for his third solo exhibition with the gallery, entitled Midsummer In Yves’ Garden. The titular garden in the exhibition’s title is The Jardin Majorelle: a one-hectare garden in Marrakech, Morocco, designed by (largely forgotten) French painter Jacques Majorelle, who began its construction in 1923. The gardens, which include a series of bright buildings painted with a special hue of cobalt known as Majorelle Blue, first opened to the public in 1947. Following this, French fashion designer Yves Saint Laurent purchased the (now overgrown) gardens in 1980 and restored them over the course of several years, making the villa his primary retreat until his death in 2002. The Jardin Majorelle was a source of profound inspiration to Saint Laurent and the gardens are still considered among the most beautiful in the world."
Exhibition,The moon between my teeth,16 Jun 2023 – 22 Jul 2023,Elizabeth Xi Bauer Gallery,"London, United Kingdom",https://www.artrabbit.com/events/the-moon-between-my-teeth,img.artrabbit.com/events/the-moon-between-my-teeth/images/ArVo0rpRKGQn/350x347/Alexandra-Zarins-Basic-Human-Anatomy-2021-Oil-on-canvas-80x80cm-Credit-Courtesy-of-the-artist.jpg,The moon between my teeth,Elizabeth Xi Bauer presents an exhibition of new works by Gokula Stoffel in conversation with Alexandra Zarins’ most recent series of paintings.
Exhibition,The Art Of Change: Original Vintage Art Deco Posters,16 Jun 2023 – 31 Aug 2023,AntikBar - Original Vintage Posters,"London, United Kingdom",https://www.artrabbit.com/events/the-art-of-change-original-vintage-art-deco-posters,img.artrabbit.com/events/the-art-of-change-original-vintage-art-deco-posters/images/2a9yggOv2feo/350x466/20230614-164310-01.jpg,The Art Of Change: Original Vintage Art Deco Posters,We are taking part in this year's KCAW with an exhibition at our gallery and online under their theme The Art Of Change: Original Vintage Art Deco Posters. We are taking part in this year's KCAW with an exhibition at our gallery and online under their theme The Art Of Change: Original Vintage Art Deco Posters  
Exhibition,TENTACLE by Bikky Sunazawa,16 Jun 2023 – 10 Aug 2023,The Daiwa Anglo-Japanese Foundation,"London, United Kingdom",https://www.artrabbit.com/events/tentacle-by-bikky-sunazawa,img.artrabbit.com/events/tentacle-by-bikky-sunazawa/images/trUXAeJrminn/350x262/MAIN-Butterfly-Bikky-Sunazawa-Tentacle-IMGP2476-Sakai-Koji.jpg,TENTACLE by Bikky Sunazawa,The Daiwa Anglo-Japanese Foundation is pleased to present Bikky Sunazawa’s first solo exhibition in the UK. The Daiwa Anglo-Japanese Foundation is pleased to present Bikky Sunazawa’s first solo exhibition in the UK.
Exhibition,Ailbhe Ní Bhriain 'Interval One (Dream Pool)',16 Jun 2023 – 05 Aug 2023,domobaal,"London, United Kingdom",https://www.artrabbit.com/events/ailbhe-ní-bhriain-interval-one-dream-pool,img.artrabbit.com/events/ailbhe-ní-bhriain-interval-one-dream-pool/images/WzBqNh1lb4jx/350x259/ailbhe-ni-bhriain-interval-one-domobaal.jpg,Ailbhe Ní Bhriain 'Interval One (Dream Pool)',"Domo Baal is proud to present Ailbhe Ní Bhriain's fifth solo exhibition in the gallery, Interval One (Dream Pool). Domo Baal is delighted to present Interval One (Dream Pool), Ailbhe Ní Bhriain's fifth solo exhibition at the gallery. This is an exhibition of richly material works, with a multi–layered meditation on time running throughout. In the main gallery a monumental tapestry fuses early photographic portraiture with imagery of underground caves and extinct animals; a large floor–based sculpture forms a mysterious, reflective tableau; positioned throughout the building, a series of abstract prints and objects evoke the world of the archive and the museum."
Exhibition,Artist in Residence - Lana Matsuyama,15 Jun 2023 – 15 Sep 2023,Bankside Hotel,"London, United Kingdom",https://www.artrabbit.com/events/artist-in-residence-lana-matsuyama,img.artrabbit.com/events/artist-in-residence-lana-matsuyama/images/NGm4uWMuFnjH/350x437/347303593-795749055386362-6702444690893905148-n.jpg,Artist in Residence - Lana Matsuyama,"Bankside Hotel x Contemporary Collective are thrilled to welcome American-Japanese painter Lana Matsuyama to the Art Yard Studio as their Summer Artist in Residence. Bankside Hotel x Contemporary Collective are thrilled to welcome back artist Lana Matsuyama to the Art Yard Studio, for her first solo artist residency in the space. In the studio from 20th June - 15th September, Lana will focus on her signature ‘Of Katatchi’ series, exploring the themes of work and play."
Exhibition,Martin Wong - Malicious Mischief,15 Jun 2023 – 17 Sep 2023,Camden Art Centre,"London, United Kingdom",https://www.artrabbit.com/events/martin-wong-malicious-mischief-camden-art-centre,img.artrabbit.com/events/martin-wong-malicious-mischief-camden-art-centre/images/mveN18y6YeHX/350x347/01-Martin-Wong-1978-81-TellMyTroublestotheEightBallEureka.jpg,Martin Wong - Malicious Mischief,"Camden Art Centre is proud to present the European exhibition of the work of Chinese-American artist Martin Wong (born 1946 in Portland, Oregon, died 1999 in San Francisco). Martin Wong is widely recognised for his extraordinary depictions of social, sexual and political scenographies from the 1970s, 80s, and 90s. Weaving together narratives of queer existence, marginal communities, and urban gentrification, Wong stands out as an important countercultural voice at odds with the art establishment’s reactionary discourse at the time."
Exhibition,Bal Tik Tak: Jacob Wolff,15 Jun 2023 – 30 Jul 2023,Bobinska Brownlee New River,"London, United Kingdom",https://www.artrabbit.com/events/bal-tik-tak-jacob-wolff,img.artrabbit.com/events/bal-tik-tak-jacob-wolff/images/UHxGlSowLhSP/350x437/drawing.jpg,Bal Tik Tak: Jacob Wolff,"Royal College of Art alumnus Jacob Wolff presents an installation in homage to Giacomo Balla's wall paintings in legendary 1920s futurist cabaret and nightclub Bal Tik Tak in Rome. Almost a century after it was painted, a mural by Giacomo Balla was discovered under wallpaper in a building on the Via Milano in Rome. This was the site of the Bal Tik Tak, a Futurist nightclub from 1921. "
Exhibition,Max Hembrow Solo Show,15 Jun 2023 – 30 Sep 2023,60 Threadneedle Street Art Space,"London, United Kingdom",https://www.artrabbit.com/events/max-hembrow-solo-show,img.artrabbit.com/events/max-hembrow-solo-show/images/kCouNMNagC7i/350x350/Max-Hembrow-E-Invite-2.jpg,Max Hembrow Solo Show,"Max Hembrow will showcase 11 large scale paintings with VJB Arts as part of a new body of work. Wine provided by Chateau Du Seuil. 

Please RSVP: 
info@vjb-arts.com
art@maxhembrow.com Max Hembrow was born in Oxford in 1994. He graduated with a Bachelorof Fine Art from the University of Bournemouth in 2018. His paintings combineelements of the classical European tradition and School of Paris Modernismestablished by Picasso, Braque, Cezanne and Matisse, with a particular interestin musical motifs and the treatment of the figure in Picasso’s analytical cubism.Hembrow’s paintings of the figure interpret Picasso’s technique of dissecting thesubject from multiple viewpoints, using a simplified language of intersecting linesand numerous overlapping planes to construct an image of the body fragmentedand distorted by the contemporary media. In a break from the traditionallysimplified palette of colours common to early cubism, in some paintings,Hembrow embellishes the figure and surrounding space with patterns of strongprimary colours suggesting the vibrant and intense colour of stained-glasspanels. In others, these patterns suggest a natural, ever-changing environment,both beautiful and chaotic."
Exhibition,Break the Dark Ice,15 Jun 2023 – 15 Aug 2023,Pocko,"London, United Kingdom",https://www.artrabbit.com/events/break-the-dark-ice,img.artrabbit.com/events/break-the-dark-ice/images/1oqYjHvTJrau/350x350/Pocko-BreaktheDarkIce-Poster-Square.jpg,Break the Dark Ice,"Break the Dark Ice: a solo show by Lulu Wang, London based multidisciplinary artist. PV: 15th of June, 6pm to 9pm Lulu Wang's “Break the Dark Ice” exhibition is a testament to the physical existence of the human body. Through her art, Wang explores the intricate relationship between the body and its surroundings, highlighting the ways in which our physical form is shaped by external factors."
